0.352380952, 0.247311828
0.352380952, 0.397849462
0.257142857, 0.161290323
0.257142857, 0.483870968
0.104761905, 0.247311828
0.085714286, 0.161290323
0.142857143, 0
0.114285714, 0.462365591
0.447619048, 0.075268817
0.466666667, 0.290322581
0.495238095, 0.376344086
0.476190476, 0.537634409
0.161904762, 0.215053763
0.2, 0.139784946
0.104761905, 0.322580645
0, 0.23655914
0.923809524, 0.913978495
0.676190476, 0.666666667
0.542857143, 0.483870968
1, 0.806451613
1, 0.462365591
0.971428571, 0.698924731
0.79047619, 0.634408602
0.542857143, 0.709677419
0.923809524, 1
0.485714286, 0.720430108
0.066666667, 0.268817204
0.39047619, 0.161290323
0.40952381, 0.505376344
0.352380952, 0.634408602
0.276190476, 0.387096774
0.295238095, 0.247311828
0.123809524, 0
0.161904762, 0.247311828
0.142857143, 0
0.114285714, 0.35483871
0.580952381, 0.129032258
0.504761905, 0.247311828
0.495238095, 0.365591398
0.476190476, 0.494623656
0.161904762, 0.344086022
0.238095238, 0.215053763
0.142857143, 0.150537634
0, 0.075268817
0.923809524, 0.419354839
0.771428571, 0.602150538
0.542857143, 0.322580645
0.876190476, 0.634408602
0.885714286, 0.52688172
0.971428571, 0.47311828

